pokedex_number,name,type1,type2,isGround,isDragon,isBug,isRock,isDark,isElectric,isFairy,isGrass,isIce,isSteel,isFighting,isPsychic,isNormal,isFire,isPoison,isWater,isGhost,isFlying,imagePath
479,Rotom,electric,ghost,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/479.png
480,Uxie,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/480.png
481,Mesprit,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/481.png
482,Azelf,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/482.png
483,Dialga,steel,dragon,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/483.png
484,Palkia,water,dragon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/484.png
485,Heatran,fire,steel,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/485.png
486,Regigigas,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/486.png
487,Giratina,ghost,dragon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/487.png
488,Cresselia,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/488.png
489,Phione,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/489.png
490,Manaphy,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/490.png
491,Darkrai,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/491.png
492,Shaymin,grass,grass,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/492.png
493,Arceus,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/493.png
494,Victini,psychic,fire,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/494.png
495,Snivy,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/495.png
496,Servine,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/496.png
497,Serperior,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/497.png
498,Tepig,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/498.png
499,Pignite,fire,fighting,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/499.png
500,Emboar,fire,fighting,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/500.png
501,Oshawott,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/501.png
502,Dewott,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/502.png
503,Samurott,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/503.png
504,Patrat,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/504.png
505,Watchog,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/505.png
506,Lillipup,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/506.png
507,Herdier,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/507.png
508,Stoutland,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/508.png
509,Purrloin,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/509.png
510,Liepard,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/510.png
511,Pansage,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/511.png
512,Simisage,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/512.png
513,Pansear,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/513.png
514,Simisear,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/514.png
515,Panpour,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/515.png
516,Simipour,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/516.png
517,Munna,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/517.png
518,Musharna,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/518.png
519,Pidove,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/519.png
520,Tranquill,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/520.png
521,Unfezant,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/521.png
522,Blitzle,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/522.png
523,Zebstrika,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/523.png
524,Roggenrola,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/524.png
525,Boldore,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/525.png
526,Gigalith,rock,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/526.png
527,Woobat,psychic,flying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/527.png
528,Swoobat,psychic,flying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/528.png
529,Drilbur,ground,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/529.png
530,Excadrill,ground,steel,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/530.png
531,Audino,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/531.png
532,Timburr,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/532.png
533,Gurdurr,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/533.png
534,Conkeldurr,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/534.png
535,Tympole,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/535.png
536,Palpitoad,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/536.png
537,Seismitoad,water,ground,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/537.png
538,Throh,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/538.png
539,Sawk,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/539.png
540,Sewaddle,bug,grass,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/540.png
541,Swadloon,bug,grass,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/541.png
542,Leavanny,bug,grass,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/542.png
543,Venipede,bug,poison,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/543.png
544,Whirlipede,bug,poison,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/544.png
545,Scolipede,bug,poison,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/545.png
546,Cottonee,grass,fairy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/546.png
547,Whimsicott,grass,fairy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/547.png
548,Petilil,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/548.png
549,Lilligant,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/549.png
550,Basculin,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/550.png
551,Sandile,ground,dark,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/551.png
552,Krokorok,ground,dark,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/552.png
553,Krookodile,ground,dark,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/553.png
554,Darumaka,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/554.png
555,Darmanitan,fire,fire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/555.png
556,Maractus,grass,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/556.png
557,Dwebble,bug,rock,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/557.png
558,Crustle,bug,rock,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/558.png
559,Scraggy,dark,fighting,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/559.png
560,Scrafty,dark,fighting,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/560.png
561,Sigilyph,psychic,flying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/561.png
562,Yamask,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/562.png
563,Cofagrigus,ghost,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/563.png
564,Tirtouga,water,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/564.png
565,Carracosta,water,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/565.png
566,Archen,rock,flying,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/566.png
567,Archeops,rock,flying,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/567.png
568,Trubbish,poison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/568.png
569,Garbodor,poison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/569.png
570,Zorua,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/570.png
571,Zoroark,dark,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/571.png
572,Minccino,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/572.png
573,Cinccino,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/573.png
574,Gothita,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/574.png
575,Gothorita,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/575.png
576,Gothitelle,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/576.png
577,Solosis,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/577.png
578,Duosion,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/578.png
579,Reuniclus,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/579.png
580,Ducklett,water,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/580.png
581,Swanna,water,flying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/581.png
582,Vanillite,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/582.png
583,Vanillish,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/583.png
584,Vanilluxe,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/584.png
585,Deerling,normal,grass,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/585.png
586,Sawsbuck,normal,grass,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/586.png
587,Emolga,electric,flying,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/587.png
588,Karrablast,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/588.png
589,Escavalier,bug,steel,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/589.png
590,Foongus,grass,poison,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/590.png
591,Amoonguss,grass,poison,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/591.png
592,Frillish,water,ghost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/592.png
593,Jellicent,water,ghost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/593.png
594,Alomomola,water,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/594.png
595,Joltik,bug,electric,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/595.png
596,Galvantula,bug,electric,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/596.png
597,Ferroseed,grass,steel,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/597.png
598,Ferrothorn,grass,steel,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/598.png
599,Klink,steel,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/599.png
600,Klang,steel,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/600.png
601,Klinklang,steel,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/601.png
602,Tynamo,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/602.png
603,Eelektrik,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/603.png
604,Eelektross,electric,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/604.png
605,Elgyem,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/605.png
606,Beheeyem,psychic,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/606.png
607,Litwick,ghost,fire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/607.png
608,Lampent,ghost,fire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/608.png
609,Chandelure,ghost,fire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/609.png
610,Axew,dragon,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/610.png
611,Fraxure,dragon,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/611.png
612,Haxorus,dragon,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/612.png
613,Cubchoo,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/613.png
614,Beartic,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/614.png
615,Cryogonal,ice,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/615.png
616,Shelmet,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/616.png
617,Accelgor,bug,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/617.png
618,Stunfisk,ground,electric,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/618.png
619,Mienfoo,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/619.png
620,Mienshao,fighting,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/620.png
621,Druddigon,dragon,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/621.png
622,Golett,ground,ghost,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/622.png
623,Golurk,ground,ghost,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/623.png
624,Pawniard,dark,steel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/624.png
625,Bisharp,dark,steel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/625.png
626,Bouffalant,normal,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/626.png
627,Rufflet,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/627.png
628,Braviary,normal,flying,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/628.png
629,Vullaby,dark,flying,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/629.png
630,Mandibuzz,dark,flying,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/630.png
631,Heatmor,fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/631.png
632,Durant,bug,steel,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/632.png
633,Deino,dark,dragon,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/633.png
634,Zweilous,dark,dragon,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/634.png
635,Hydreigon,dark,dragon,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/635.png
636,Larvesta,bug,fire,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/636.png
637,Volcarona,bug,fire,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/637.png
638,Cobalion,steel,fighting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,/Users/robdewit/Documents/example-pokemon-classifier/data/processed/pokemon/638.png
